,ID,Mark,Keep,Location,Pool_1,Pool_2,KG,NK,NG,G,K,Sex1,SL1_mm,mass1_gr,surv,Sex2,SL2_mm,mass2_gr,Date,Date2,Comments_1,Comments_2
408,CAI-728,,0,CAI,3,,1,0,0,1,0,F,,,,F,12.66,0.045,,May/3/2017,,
409,CAI-729,,0,CAI,3,,1,0,0,1,0,J,,,,J,9.91,0.02,,May/3/2017,,
410,CAI-730,,0,CAI,3,,1,0,0,1,0,J,,,,J,10.31,0.022,,May/3/2017,,
411,CAI-731,,0,CAI,3,,1,0,0,1,0,J,,,,J,9.31,0.014,,May/3/2017,,
412,CAI-732,,0,CAI,3,,1,0,0,1,0,F,,,,F,13.46,0.045,,May/3/2017,,
413,CAI-733,,0,CAI,3,,1,0,0,1,0,J,,,,J,9.73,0.013,,May/3/2017,,
414,CAI-734,,0,CAI,3,,1,0,0,1,0,J,,,,J,9.42,0.015,,May/3/2017,,
415,CAI-735,,0,CAI,3,,1,0,0,1,0,J,,,,J,10.14,0.021,,May/3/2017,,
416,CAI-736,,0,CAI,3,,1,0,0,1,0,J,,,,J,10.37,0.015,,May/3/2017,,
417,CAI-737,,0,CAI,3,,1,0,0,1,0,J,,,,J,9.27,0.016,,May/3/2017,,
418,CAI-738,,0,CAI,3,,1,0,0,1,0,J,,,,J,10.04,0.013,,May/3/2017,,
419,CAI-739,,0,CAI,3,,1,0,0,1,0,J,,,,J,10.15,0.015,,May/3/2017,,
420,CAI-853,,0,CAI,3,,1,0,0,1,0,J,,,,J,9.51,0.016,,May/3/2017,,
421,CAI-854,,0,CAI,3,,1,0,0,1,0,F,,,,F,12.68,0.042,,May/3/2017,,
422,CAI-855,,0,CAI,3,,1,0,0,1,0,F,,,,F,14.31,0.059,,May/3/2017,,
423,CAI-856,,0,CAI,3,,1,0,0,1,0,J,,,,J,10.58,0.019,,May/3/2017,,
424,CAI-857,,0,CAI,3,,1,0,0,1,0,J,,,,J,7.24,0.006,,May/3/2017,,
425,CAI-858,,0,CAI,3,,1,0,0,1,0,J,,,,J,8.51,0.008,,May/3/2017,,
426,CAI-859,,0,CAI,3,,1,0,0,1,0,F,,,,F,14.27,0.068,,May/3/2017,,
427,CAI-860,,0,CAI,3,,1,0,0,1,0,J,,,,J,9.19,0.013,,May/3/2017,,
428,CAI-861,,0,CAI,3,,1,0,0,1,0,J,,,,J,10.19,0.016,,May/3/2017,,
429,CAI-862,,0,CAI,3,,1,0,0,1,0,J,,,,J,10.33,0.023,,May/3/2017,,
430,CAI-863,,0,CAI,3,,1,0,0,1,0,J,,,,J,8.28,0.008,,May/3/2017,,
431,CAI-864,,0,CAI,3,,1,0,0,1,0,J,,,,J,7.62,0.008,,May/3/2017,,
432,CAI-865,,0,CAI,3,,1,0,0,1,0,J,,,,J,9.04,0.012,,May/3/2017,,
433,CAI-866,,0,CAI,3,,1,0,0,1,0,F,,,,F,11.16,0.033,,May/3/2017,,
434,CAI-867,,0,CAI,3,,1,0,0,1,0,F,,,,F,9.78,0.014,,May/3/2017,,
435,JOE-1B,1B,1,JOE,1,,0,1,0,1,0,J,10.24,0.019,0,,,,2017-06-06T00:00:00Z,,,
436,JOE-1P,1P,1,JOE,1,,0,1,0,1,0,F,10.5,0.025,0,,,,2017-06-06T00:00:00Z,,,
437,JOE-3B4O,3B4O,1,JOE,1,,0,1,0,1,0,F,16.67,0.105,0,,,,2017-06-06T00:00:00Z,,,
438,JOE-3B4R,3B4R,1,JOE,1,,0,1,0,1,0,F,12.56,0.043,0,,,,2017-06-06T00:00:00Z,,,
439,JOE-3G4O,3G4O,1,JOE,1,,0,1,0,1,0,J,14.39,0.073,0,,,,2017-06-06T00:00:00Z,,,
440,JOE-3G4R,3G4R,1,JOE,1,,0,1,0,1,0,M,17.62,0.128,0,,,,2017-06-06T00:00:00Z,,,
441,JOE-3O4B,3O4B,1,JOE,1,1,0,1,0,1,0,M,17.85,0.121,1,M,19.44,0.142,2017-06-06T00:00:00Z,,,
442,JOE-3O4G,3O4G,1,JOE,1,,0,1,0,1,0,F,20.81,0.206,0,,,,2017-06-06T00:00:00Z,,,
443,JOE-3O4O,3O4O,1,JOE,1,1,0,1,0,1,0,F,25.16,0.37,1,F,27.32,0.428,2017-06-06T00:00:00Z,,,
444,JOE-3O4P,3O4P,1,JOE,1,,0,1,0,1,0,M,17.11,0.115,0,,,,2017-06-06T00:00:00Z,,,
445,JOE-3O4R,3O4R,0,JOE,1,1,0,1,0,1,0,F,20.18,0.592,1,F,31.28,0.651,2017-06-06T00:00:00Z,,,
446,JOE-3O4V,3O4V,1,JOE,1,1,0,1,0,1,0,J,13.2,0.051,1,J,15.87,0.09,2017-06-06T00:00:00Z,,,
447,JOE-3O4W,3O4W,1,JOE,1,,0,1,0,1,0,F,20.89,0.213,0,,,,2017-06-06T00:00:00Z,,,
448,JOE-3O6B,3O6B,1,JOE,1,,0,1,0,1,0,M,16.29,0.098,0,,,,2017-06-06T00:00:00Z,,,
449,JOE-3O6G,3O6G,1,JOE,1,1,0,1,0,1,0,F,24.22,0.327,1,F,25.93,0.402,2017-06-06T00:00:00Z,,,
450,JOE-3O6O,3O6O,1,JOE,1,,0,1,0,1,0,F,20.77,0.177,0,,,,2017-06-06T00:00:00Z,,,
451,JOE-3O6P,3O6P,1,JOE,1,,0,1,0,1,0,M,17.51,0.123,0,,,,2017-06-06T00:00:00Z,,,
452,JOE-3O6R,3O6R,1,JOE,1,,0,1,0,1,0,F,19.12,0.151,0,,,,2017-06-06T00:00:00Z,,,
453,JOE-3O6V,3O6V,1,JOE,1,,0,1,0,1,0,M,16.79,0.123,0,,,,2017-06-06T00:00:00Z,,,
454,JOE-3O6W,3O6W,1,JOE,1,,0,1,0,1,0,M,16.97,0.122,0,,,,2017-06-06T00:00:00Z,,,
455,JOE-3O8B,3O8B,1,JOE,1,,0,1,0,1,0,M,16.63,0.099,0,,,,2017-06-06T00:00:00Z,,,
456,JOE-3O8G,3O8G,1,JOE,1,,0,1,0,1,0,M,15.76,0.093,0,,,,2017-06-06T00:00:00Z,,,
457,JOE-3O8O,3O8O,1,JOE,1,,0,1,0,1,0,M,16.52,0.12,0,,,,2017-06-06T00:00:00Z,,,
458,JOE-3O8P,3O8P,1,JOE,1,1,0,1,0,1,0,F,26.52,0.441,1,F,30.29,0.544,2017-06-06T00:00:00Z,,,
459,JOE-3O8R,3O8R,1,JOE,1,,0,1,0,1,0,F,21.32,0.214,0,,,,2017-06-06T00:00:00Z,,,
460,JOE-3O8V,3O8V,1,JOE,1,,0,1,0,1,0,M,15.8,0.076,0,,,,2017-06-06T00:00:00Z,,,Camellanus
461,JOE-3O8W,3O8W,1,JOE,1,,0,1,0,1,0,F,17.11,0.102,0,,,,2017-06-06T00:00:00Z,,,
462,JOE-3P4O,3P4O,1,JOE,1,,0,1,0,1,0,F,19.31,0.159,0,,,,2017-06-06T00:00:00Z,,,
463,JOE-3P4R,3P4R,1,JOE,1,,0,1,0,1,0,F,28.31,0.524,0,,,,2017-06-06T00:00:00Z,,,
464,JOE-3R4B,3R4B,1,JOE,1,,0,1,0,1,0,J,11.74,0.032,0,,,,2017-06-06T00:00:00Z,,,
465,JOE-3R4G,3R4G,1,JOE,1,,0,1,0,1,0,F,11.87,0.035,0,,,,2017-06-06T00:00:00Z,,,
466,JOE-3R4O,3R4O,1,JOE,1,1,0,1,0,1,0,F,16.83,0.109,1,F,21.09,0.195,2017-06-06T00:00:00Z,,,
467,JOE-3R4P,3R4P,1,JOE,1,,0,1,0,1,0,F,11.58,0.031,0,,,,2017-06-06T00:00:00Z,,,
468,JOE-3R4R,3R4R,1,JOE,1,1,0,1,0,1,0,F,15.32,0.072,1,F,20.06,0.15,2017-06-06T00:00:00Z,,,
469,JOE-3R4V,3R4V,1,JOE,1,,0,1,0,1,0,J,11.49,0.033,0,,,,2017-06-06T00:00:00Z,,,
470,JOE-3R4W,3R4W,1,JOE,1,,0,1,0,1,0,F,11.01,0.023,0,,,,2017-06-06T00:00:00Z,,,
471,JOE-3R6B,3R6B,1,JOE,1,,0,1,0,1,0,F,11.58,0.028,0,,,,2017-06-06T00:00:00Z,,,
472,JOE-3R6G,3R6G,1,JOE,1,,0,1,0,1,0,F,11.05,0.025,0,,,,2017-06-06T00:00:00Z,,,
473,JOE-3R6O,3R6O,1,JOE,1,,0,1,0,1,0,F,11.6,0.035,0,,,,2017-06-06T00:00:00Z,,,
474,JOE-3R6P,3R6P,1,JOE,1,,0,1,0,1,0,F,10.39,0.023,0,,,,2017-06-06T00:00:00Z,,,
475,JOE-3R6R,3R6R,1,JOE,1,,0,1,0,1,0,J,13.93,0.059,0,,,,2017-06-06T00:00:00Z,,,
476,JOE-3R6V,3R6V,1,JOE,1,,0,1,0,1,0,J,11.13,0.033,0,,,,2017-06-06T00:00:00Z,,,
477,JOE-3R6W,3R6W,1,JOE,1,,0,1,0,1,0,M,18.24,0.146,0,,,,2017-06-06T00:00:00Z,,,
478,JOE-3R8B,3R8B,1,JOE,1,,0,1,0,1,0,J,14.01,0.059,0,,,,2017-06-06T00:00:00Z,,,
479,JOE-3R8G,3R8G,1,JOE,1,,0,1,0,1,0,M,16.62,0.109,0,,,,2017-06-06T00:00:00Z,,,Camellanus
480,JOE-3R8P,3R8P,1,JOE,1,,0,1,0,1,0,F,14.34,0.059,0,,,,2017-06-06T00:00:00Z,,,
481,JOE-3R8R,3R8R,1,JOE,1,,0,1,0,1,0,M,16.79,0.111,0,,,,2017-06-06T00:00:00Z,,,
482,JOE-3R8V,3R8V,1,JOE,1,1,0,1,0,1,0,J,12.61,0.049,1,J,16.61,0.09,2017-06-06T00:00:00Z,,,
483,JOE-3R8W,3R8W,1,JOE,1,,0,1,0,1,0,F,15.87,0.087,0,,,,2017-06-06T00:00:00Z,,,
484,JOE-3V4O,3V4O,1,JOE,1,1,0,1,0,1,0,M,18.75,0.157,1,M,20.23,0.183,2017-06-06T00:00:00Z,,,
485,JOE-3V4R,3V4R,1,JOE,1,1,0,1,0,1,0,J,12.87,0.051,1,M,16.72,0.101,2017-06-06T00:00:00Z,,,
486,JOE-3W4O,3W4O,1,JOE,1,,0,1,0,1,0,F,20.16,0.165,0,,,,2017-06-06T00:00:00Z,,,Camellanus
487,JOE-3W4R,3W4R,1,JOE,1,,0,1,0,1,0,M,16.92,0.111,0,,,,2017-06-06T00:00:00Z,,,
488,JOE-4O6B,4O6B,1,JOE,1,1,0,1,0,1,0,F,15.13,0.068,1,F,20.62,0.174,2017-06-06T00:00:00Z,,,
489,JOE-4O6G,4O6G,1,JOE,1,,0,1,0,1,0,M,17.49,0.116,0,,,,2017-06-06T00:00:00Z,,,Camellanus
490,JOE-4O6O,4O6O,1,JOE,1,1,0,1,0,1,0,M,17.61,0.122,1,M,18.98,0.138,2017-06-06T00:00:00Z,,,Camellanus
491,JOE-4O6P,4O6P,1,JOE,1,1,0,1,0,1,0,F,15.89,0.092,1,F,20.05,0.172,2017-06-06T00:00:00Z,,,
492,JOE-4O6R,4O6R,1,JOE,1,,0,1,0,1,0,F,14.22,0.057,0,,,,2017-06-06T00:00:00Z,,,
493,JOE-4O6V,4O6V,1,JOE,1,,0,1,0,1,0,F,24.29,0.306,0,,,,2017-06-06T00:00:00Z,,,
494,JOE-4O6W,4O6W,1,JOE,1,,0,1,0,1,0,F,13.44,0.052,0,,,,2017-06-06T00:00:00Z,,,
495,JOE-4O8B,4O8B,1,JOE,1,,0,1,0,1,0,M,16.02,0.088,0,,,,2017-06-06T00:00:00Z,,,
496,JOE-4O8G,4O8G,1,JOE,1,,0,1,0,1,0,F,23.16,0.271,0,,,,2017-06-06T00:00:00Z,,,
497,JOE-4O8O,4O8O,1,JOE,1,,0,1,0,1,0,F,19.15,0.171,0,,,,2017-06-06T00:00:00Z,,,
498,JOE-4O8P,4O8P,1,JOE,1,,0,1,0,1,0,M,16.73,0.119,0,,,,2017-06-06T00:00:00Z,,,
499,JOE-4O8R,4O8R,1,JOE,1,,0,1,0,1,0,F,23.77,0.291,0,,,,2017-06-06T00:00:00Z,,,
500,JOE-4O8V,4O8V,1,JOE,1,1,0,1,0,1,0,F,17.71,0.121,1,F,21.08,0.168,2017-06-06T00:00:00Z,,,
501,JOE-4O8W,4O8W,1,JOE,1,1,0,1,0,1,0,F,17.34,0.098,1,F,20.85,0.182,2017-06-06T00:00:00Z,,,
502,JOE-4R6B,4R6B,1,JOE,1,,0,1,0,1,0,F,33.06,0.764,0,,,,2017-06-06T00:00:00Z,,,
503,JOE-4R6G,4R6G,1,JOE,1,1,0,1,0,1,0,M,17.3,0.138,1,M,18.69,0.153,2017-06-06T00:00:00Z,,,
504,JOE-4R6O,4R6O,1,JOE,1,,0,1,0,1,0,J,12.53,0.044,0,,,,2017-06-06T00:00:00Z,,,
505,JOE-4R6P,4R6P,1,JOE,1,,0,1,0,1,0,M,16.87,0.124,0,,,,2017-06-06T00:00:00Z,,,
506,JOE-4R6R,4R6R,1,JOE,1,,0,1,0,1,0,M,16.21,0.104,0,,,,2017-06-06T00:00:00Z,,,
507,JOE-4R6V,4R6V,1,JOE,1,,0,1,0,1,0,J,14.62,0.065,0,,,,2017-06-06T00:00:00Z,,,
508,JOE-4R6W,4R6W,1,JOE,1,,0,1,0,1,0,F,12.17,0.037,0,,,,2017-06-06T00:00:00Z,,,
509,JOE-4R8B,4R8B,1,JOE,1,,0,1,0,1,0,J,15.11,0.078,0,,,,2017-06-06T00:00:00Z,,,
510,JOE-4R8G,4R8G,1,JOE,1,,0,1,0,1,0,F,18.48,0.134,0,,,,2017-06-06T00:00:00Z,,,
511,JOE-4R8P,4R8P,1,JOE,1,,0,1,0,1,0,F,22.25,0.229,0,,,,2017-06-06T00:00:00Z,,,
512,JOE-4R8R,4R8R,1,JOE,1,1,0,1,0,1,0,J,11.42,0.034,1,J,15.87,0.08,2017-06-06T00:00:00Z,,,
513,JOE-4R8V,4R8V,1,JOE,1,,0,1,0,1,0,M,14.95,0.088,0,,,,2017-06-06T00:00:00Z,,,
514,JOE-4R8W,4R8W,1,JOE,1,,0,1,0,1,0,M,16.02,0.102,0,,,,2017-06-06T00:00:00Z,,,
515,JOE-6O8O,6O8O,1,JOE,1,,0,1,0,1,0,M,17.89,0.15,0,,,,2017-06-06T00:00:00Z,,,
516,JOE-1275,,0,JOE,1,1,0,1,0,1,0,F,,,,F,25.44,0.368,,2017-07-04T00:00:00Z,,
517,JOE-1276,,0,JOE,1,1,0,1,0,1,0,F,,,,F,28.85,0.5,,2017-07-04T00:00:00Z,,
518,JOE-1277,,0,JOE,1,1,0,1,0,1,0,M,,,,M,20.29,0.178,,2017-07-04T00:00:00Z,,
519,JOE-1278,,0,JOE,1,1,0,1,0,1,0,F,,,,F,17.12,0.103,,2017-07-04T00:00:00Z,,
520,JOE-1279,,0,JOE,1,1,0,1,0,1,0,M,,,,M,17.57,0.113,,2017-07-04T00:00:00Z,,
521,JOE-1280,,0,JOE,1,1,0,1,0,1,0,J,,,,J,9.47,0.014,,2017-07-04T00:00:00Z,,
522,JOE-1281,,0,JOE,1,1,0,1,0,1,0,M,,,,M,17.52,0.12,,2017-07-04T00:00:00Z,,
523,JOE-1282,,0,JOE,1,1,0,1,0,1,0,F,,,,F,15.65,0.079,,2017-07-04T00:00:00Z,,
524,JOE-1283,,0,JOE,1,1,0,1,0,1,0,F,,,,F,25.03,0.32,,2017-07-04T00:00:00Z,,
525,JOE-1284,,0,JOE,1,1,0,1,0,1,0,M,,,,M,18.2,0.138,,2017-07-04T00:00:00Z,,
526,JOE-1285,,0,JOE,1,1,0,1,0,1,0,F,,,,F,20.17,0.178,,2017-07-04T00:00:00Z,,
527,JOE-1286,,0,JOE,1,1,0,1,0,1,0,J,,,,J,9.76,0.014,,2017-07-04T00:00:00Z,,
528,JOE-1287,,0,JOE,1,1,0,1,0,1,0,J,,,,J,9.52,0.021,,2017-07-04T00:00:00Z,,
529,JOE-1288,,0,JOE,1,1,0,1,0,1,0,J,,,,J,8.78,0.012,,2017-07-04T00:00:00Z,,
530,JOE-1289,,0,JOE,1,1,0,1,0,1,0,J,,,,J,8.59,0.016,,2017-07-04T00:00:00Z,,
531,JOE-1B2W,1B2W,1,JOE,2,,1,0,0,1,0,F,21.71,0.265,0,,,,June/6/2017,,,
532,JOE-1B2Y,1B2Y,1,JOE,2,,1,0,0,1,0,M,15.33,0.085,0,,,,June/6/2017,,,
533,JOE-1B5P,1B5P,1,JOE,2,,1,0,0,1,0,M,17.12,0.121,0,,,,June/6/2017,,,
534,JOE-1G,1G,1,JOE,2,,1,0,0,1,0,F,10.31,0.118,0,,,,June/6/2017,,,
535,JOE-1G2G,1G2G,1,JOE,2,,1,0,0,1,0,F,21.62,0.251,0,,,,June/6/2017,,,
536,JOE-1G2O,1G2O,1,JOE,2,,1,0,0,1,0,M,15.62,0.099,0,,,,June/6/2017,,,
537,JOE-1G2P,1G2P,1,JOE,2,2,1,0,0,1,0,F,20.67,0.199,1,F,23.98,0.282,June/6/2017,,,
538,JOE-1G2W,1G2W,1,JOE,2,,1,0,0,1,0,F,18.74,0.154,0,,,,June/6/2017,,,
539,JOE-1G5V,1G5V,1,JOE,2,,1,0,0,1,0,M,17.52,0.134,0,,,,June/6/2017,,,
540,JOE-1O2B,1O2B,1,JOE,2,,1,0,0,1,0,F,22.77,0.269,0,,,,June/6/2017,,,
541,JOE-1O2W,1O2W,1,JOE,2,,1,0,0,1,0,M,15.07,0.081,0,,,,June/6/2017,,,
542,JOE-1P5Y,1P5Y,1,JOE,2,,1,0,0,1,0,F,17.08,0.105,0,,,,June/6/2017,,,
543,JOE-1R,1R,1,JOE,2,,1,0,0,1,0,J,10.69,0.025,0,,,,June/6/2017,,,
544,JOE-1R2G,1R2G,1,JOE,2,,1,0,0,1,0,F,20.54,0.184,0,,,,June/6/2017,,,
545,JOE-1R2R,1R2R,1,JOE,2,,1,0,0,1,0,F,25.48,0.363,0,,,,June/6/2017,,,
546,JOE-1R2Y,1R2Y,1,JOE,2,,1,0,0,1,0,F,20.38,0.196,0,,,,June/6/2017,,,
547,JOE-1W,1W,1,JOE,2,,1,0,0,1,0,F,10.89,0.025,0,,,,June/6/2017,,,
548,JOE-1W2B,1W2B,1,JOE,2,,1,0,0,1,0,F,19.16,0.151,0,,,,June/6/2017,,,
549,JOE-1W2R,1W2R,1,JOE,2,,1,0,0,1,0,M,15.79,0.093,0,,,,June/6/2017,,,
550,JOE-1Y2G,1Y2G,1,JOE,2,2,1,0,0,1,0,F,19.57,0.174,1,F,22.69,0.257,June/6/2017,,,
551,JOE-1Y2O,1Y2O,1,JOE,2,2,1,0,0,1,0,F,21.47,0.198,1,F,25,0.31,June/6/2017,,,
552,JOE-1Y2P,1Y2P,1,JOE,2,,1,0,0,1,0,M,15.38,0.09,0,,,,June/6/2017,,,
553,JOE-1Y2W,1Y2W,1,JOE,2,,1,0,0,1,0,F,22.52,0.281,0,,,,June/6/2017,,,
554,JOE-1Y2Y,1Y2Y,1,JOE,2,,1,0,0,1,0,F,23.22,0.274,0,,,,June/6/2017,,,
555,JOE-2B7B,2B7B,1,JOE,2,,1,0,0,1,0,F,22.86,0.295,0,,,,June/6/2017,,,
556,JOE-2G5P,2G5P,1,JOE,2,,1,0,0,1,0,M,16.89,0.115,0,,,,June/6/2017,,,
557,JOE-2G7R,2G7R,1,JOE,2,,1,0,0,1,0,F,19.81,0.143,0,,,,June/6/2017,,,
558,JOE-2P5B,2P5B,1,JOE,2,,1,0,0,1,0,M,17.67,0.13,0,,,,June/6/2017,,,
559,JOE-2P5R,2P5R,1,JOE,2,2,1,0,0,1,0,M,16.7,0.127,1,M,18.1,0.145,June/6/2017,,,
560,JOE-2P5Y,2P5Y,1,JOE,2,,1,0,0,1,0,F,22.13,0.227,0,,,,June/6/2017,,,
561,JOE-2P7P,2P7P,1,JOE,2,2,1,0,0,1,0,F,26.36,0.431,1,F,27.94,0.494,June/6/2017,,,
562,JOE-2P7R,2P7R,1,JOE,2,,1,0,0,1,0,F,26.33,0.408,0,,,,June/6/2017,,,
563,JOE-2P7V,2P7V,1,JOE,2,,1,0,0,1,0,F,21.22,0.227,0,,,,June/6/2017,,,
564,JOE-2P7Y,2P7Y,1,JOE,2,,1,0,0,1,0,M,16.02,0.092,0,,,,June/6/2017,,,
565,JOE-2R5P,2R5P,1,JOE,2,,1,0,0,1,0,F,27.48,0.531,0,,,,June/6/2017,,,
566,JOE-2R5R,2R5R,1,JOE,2,2,1,0,0,1,0,F,26.29,0.478,1,F,28.51,0.529,June/6/2017,,,
567,JOE-2R5R7R,2R5R7R,1,JOE,2,,1,0,0,1,0,F,24.6,0.328,0,,,,June/6/2017,,,
568,JOE-2R5Y7Y,2R5Y7Y,1,JOE,2,,1,0,0,1,0,F,23.12,0.287,0,,,,June/6/2017,,,
569,JOE-2R7G,2R7G,1,JOE,2,,1,0,0,1,0,M,16.32,0.094,0,,,,June/6/2017,,,
570,JOE-2R7R,2R7R,1,JOE,2,,1,0,0,1,0,F,19.99,0.165,0,,,,June/6/2017,,,
571,JOE-3B6R,3B6R,1,JOE,2,,1,0,0,1,0,M,14.95,0.08,0,,,,June/6/2017,,,
572,JOE-3B8R,3B8R,1,JOE,2,,1,0,0,1,0,F,13.59,0.054,0,,,,June/6/2017,,,
573,JOE-3G6R,3G6R,1,JOE,2,,1,0,0,1,0,M,14.66,0.076,0,,,,June/6/2017,,,
574,JOE-3G8R,3G8R,1,JOE,2,,1,0,0,1,0,F,13.36,0.046,0,,,,June/6/2017,,,
575,JOE-3P6R,3P6R,1,JOE,2,,1,0,0,1,0,F,13.17,0.046,0,,,,June/6/2017,,,
576,JOE-3P8R,3P8R,1,JOE,2,,1,0,0,1,0,M,16.16,0.099,0,,,,June/6/2017,,,
577,JOE-3V6R,3V6R,1,JOE,2,1,1,0,0,1,0,J,11.59,0.031,1,J,16.46,0.093,June/6/2017,,,
578,JOE-3V8R,3V8R,1,JOE,2,,1,0,0,1,0,M,16.56,0.108,0,,,,June/6/2017,,,
579,JOE-3W6R,3W6R,1,JOE,2,,1,0,0,1,0,M,17.04,0.097,0,,,,June/6/2017,,,
580,JOE-3W8R,3W8R,1,JOE,2,,1,0,0,1,0,M,17.41,0.133,0,,,,June/6/2017,,,
581,JOE-4B6R,4B6R,1,JOE,2,,1,0,0,1,0,F,14.36,0.069,0,,,,June/6/2017,,,
582,JOE-4B8R,4B8R,1,JOE,2,,1,0,0,1,0,F,12.05,0.035,0,,,,June/6/2017,,,
583,JOE-4G6R,4G6R,1,JOE,2,1,1,0,0,1,0,F,23.56,0.281,1,F,25.24,0.344,June/6/2017,,,
584,JOE-4G8R,4G8R,1,JOE,2,,1,0,0,1,0,M,16.49,0.103,0,,,,June/6/2017,,,
585,JOE-4P6R,4P6R,1,JOE,2,,1,0,0,1,0,J,11.7,0.034,0,,,,June/6/2017,,,
586,JOE-4P8R,4P8R,1,JOE,2,,1,0,0,1,0,M,17.89,0.113,0,,,,June/6/2017,,,
587,JOE-4V6R,4V6R,1,JOE,2,,1,0,0,1,0,J,13.83,0.058,0,,,,June/6/2017,,,
588,JOE-4V8R,4V8R,1,JOE,2,,1,0,0,1,0,J,12.39,0.042,0,,,,June/6/2017,,,
589,JOE-4W6R,4W6R,1,JOE,2,,1,0,0,1,0,J,11.24,0.03,0,,,,June/6/2017,,,
590,JOE-4W8R,4W8R,1,JOE,2,,1,0,0,1,0,F,11.45,0.024,0,,,,June/6/2017,,,
591,JOE-5V,5V,1,JOE,2,,1,0,0,1,0,J,13.87,0.056,0,,,,June/6/2017,,,
592,JOE-6B8R,6B8R,1,JOE,2,,1,0,0,1,0,F,14.24,0.061,0,,,,June/6/2017,,,
593,JOE-6G8R,6G8R,1,JOE,2,,1,0,0,1,0,M,17.76,0.123,0,,,,June/6/2017,,,
594,JOE-6P8R,6P8R,1,JOE,2,,1,0,0,1,0,M,15.32,0.075,0,,,,June/6/2017,,,
595,JOE-6R8B,6R8B,1,JOE,2,,1,0,0,1,0,F,17.11,0.105,0,,,,June/6/2017,,,
596,JOE-6R8G,6R8G,1,JOE,2,,1,0,0,1,0,F,10.65,0.026,0,,,,June/6/2017,,,
597,JOE-6R8P,6R8P,1,JOE,2,1,1,0,0,1,0,F,12.37,0.035,1,F,18.12,0.113,June/6/2017,,,
598,JOE-6R8R,6R8R,1,JOE,2,,1,0,0,1,0,M,16.89,0.123,0,,,,June/6/2017,,,
599,JOE-6R8V,6R8V,1,JOE,2,,1,0,0,1,0,F,11.01,0.029,0,,,,June/6/2017,,,
600,JOE-6R8W,6R8W,1,JOE,2,,1,0,0,1,0,F,12.15,0.042,0,,,,June/6/2017,,,
601,JOE-6V8R,6V8R,1,JOE,2,,1,0,0,1,0,M,17.44,0.124,0,,,,June/6/2017,,,
602,JOE-7P,7P,1,JOE,2,,1,0,0,1,0,J,14.92,0.079,0,,,,June/6/2017,,,
603,JOE-1290,,0,JOE,2,2,1,0,0,1,0,M,,,,M,17.14,0.104,,July/4/2017,,
604,JOE-1291,,0,JOE,2,2,1,0,0,1,0,F,,,,F,25.56,0.342,,July/4/2017,,
605,JOE-1292,,0,JOE,2,2,1,0,0,1,0,F,,,,F,20.37,0.148,,July/4/2017,,
606,JOE-1293,,0,JOE,2,2,1,0,0,1,0,F,,,,F,21.63,0.208,,July/4/2017,,
607,JOE-1294,,0,JOE,2,2,1,0,0,1,0,F,,,,F,13.17,0.046,,July/4/2017,,
608,JOE-1295,,0,JOE,2,2,1,0,0,1,0,F,,,,F,25.21,0.354,,July/4/2017,,
609,JOE-1296,,0,JOE,3,3,0,0,1,1,0,F,,,,F,24.53,0.269,,2017-07-04T00:00:00Z,,
610,JOE-1297,,0,JOE,3,3,0,0,1,1,0,F,,,,F,24.74,0.269,,2017-07-04T00:00:00Z,,
611,JOE-1298,,0,JOE,3,3,0,0,1,1,0,F,,,,F,20.89,0.303,,2017-07-04T00:00:00Z,,
612,JOE-1299,,0,JOE,3,3,0,0,1,1,0,F,,,,F,20.41,0.177,,2017-07-04T00:00:00Z,,
613,JOE-1300,,0,JOE,3,3,0,0,1,1,0,M,,,,M,19.38,0.156,,2017-07-04T00:00:00Z,,
614,JOE-1301,,0,JOE,3,3,0,0,1,1,0,F,,,,F,28.5,0.142,,2017-07-04T00:00:00Z,,
615,JOE-1302,,0,JOE,3,3,0,0,1,1,0,F,,,,F,24.65,0.477,,2017-07-04T00:00:00Z,,
616,JOE-1303,,0,JOE,3,3,0,0,1,1,0,F,,,,F,23.46,0.292,,2017-07-04T00:00:00Z,,
617,JOE-1304,,0,JOE,3,3,0,0,1,1,0,F,,,,F,23.24,0.269,,2017-07-04T00:00:00Z,,
618,JOE-1305,,0,JOE,3,3,0,0,1,1,0,F,,,,F,15.74,0.26,,2017-07-04T00:00:00Z,,
619,JOE-1306,,0,JOE,3,3,0,0,1,1,0,F,,,,F,29.11,0.08,,2017-07-04T00:00:00Z,,
620,JOE-1307,,0,JOE,3,3,0,0,1,1,0,M,,,,M,16.6,0.499,,2017-07-04T00:00:00Z,,
621,JOE-1308,,0,JOE,3,3,0,0,1,1,0,M,,,,M,16.75,0.09,,2017-07-04T00:00:00Z,,
622,JOE-1309,,0,JOE,3,3,0,0,1,1,0,F,,,,F,23.57,0.1,,2017-07-04T00:00:00Z,,
623,JOE-1310,,0,JOE,3,3,0,0,1,1,0,F,,,,F,22.09,0.287,,2017-07-04T00:00:00Z,,
624,JOE-1311,,0,JOE,3,3,0,0,1,1,0,F,,,,F,21.14,0.21,,2017-07-04T00:00:00Z,,
625,JOE-1312,,0,JOE,3,3,0,0,1,1,0,F,,,,F,18.89,0.165,,2017-07-04T00:00:00Z,,
